timestamp,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_nvlink_tx_mbs,dcgmi_nvlink_rx_mbs,dcgmi_pcie_tx_mbs,dcgmi_pcie_rx_mbs
2026-05-02T01:27:46,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,77.0,0.1,0.1,24836216.2
2026-05-02T01:27:47,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,76.4,0.2,0.1,26483918.4
2026-05-02T01:27:49,,,,,,,,3805.0,46068.0,41684.0,69.0,12.4,1.2,74.1,0.1,0.1,26260218.4
2026-05-02T01:27:50,,,,,,,,3805.0,46068.0,41684.0,67.0,12.8,1.2,78.1,0.1,0.1,19456718.4
2026-05-02T01:27:51,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,75.7,0.2,0.1,25565142.2
2026-05-02T01:27:53,,,,,,,,3805.0,46068.0,41684.0,77.0,12.8,1.2,77.3,0.2,0.1,25734950.6
2026-05-02T01:27:54,,,,,,,,3805.0,46068.0,41684.0,70.0,12.6,1.2,80.1,0.1,0.1,19852343.8
2026-05-02T01:27:56,,,,,,,,3805.0,46068.0,41684.0,68.0,12.6,1.2,77.4,0.1,0.1,25627028.0
2026-05-02T01:27:57,,,,,,,,3805.0,46068.0,41684.0,68.0,11.4,1.2,74.1,0.1,0.1,26435418.0
2026-05-02T01:27:58,,,,,,,,3805.0,46068.0,41684.0,76.0,12.2,1.2,74.3,0.2,0.1,27215142.2
2026-05-02T01:28:00,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,76.8,0.2,0.1,27457002.0
2026-05-02T01:28:01,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,79.2,0.2,0.1,23535306.8
2026-05-02T01:28:03,,,,,,,,3805.0,46068.0,41684.0,77.0,12.8,1.2,76.6,0.1,0.1,17699033.0
2026-05-02T01:28:04,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,76.9,0.1,0.1,26265464.0
2026-05-02T01:28:05,,,,,,,,3805.0,46068.0,41684.0,78.0,12.8,1.2,74.2,0.1,0.1,17696416.2
2026-05-02T01:28:07,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,75.3,0.2,0.1,26552940.8
2026-05-02T01:28:08,,,,,,,,3805.0,46068.0,41684.0,70.0,11.0,1.2,79.2,0.2,0.1,25857841.6
2026-05-02T01:28:10,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,71.8,0.2,0.1,26619938.8
2026-05-02T01:28:11,,,,,,,,3805.0,46068.0,41684.0,79.0,13.0,1.2,76.7,0.1,0.1,25521637.6
2026-05-02T01:28:13,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,76.4,0.1,0.1,15316765.8
2026-05-02T01:28:14,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,74.7,0.1,0.1,21949226.8
2026-05-02T01:28:15,,,,,,,,3805.0,46068.0,41684.0,79.0,13.0,1.2,79.7,0.2,0.1,26356343.2
2026-05-02T01:28:17,,,,,,,,3805.0,46068.0,41684.0,64.0,12.8,1.2,72.2,0.1,0.1,25523473.8
2026-05-02T01:28:18,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,76.5,0.2,0.1,26283732.4
2026-05-02T01:28:20,,,,,,,,3805.0,46068.0,41684.0,76.0,12.4,1.2,77.4,0.1,0.1,26579950.4
2026-05-02T01:28:21,,,,,,,,3805.0,46068.0,41684.0,72.0,10.4,1.2,74.1,0.2,0.1,26158802.8
2026-05-02T01:28:22,,,,,,,,3805.0,46068.0,41684.0,78.0,10.2,1.2,76.0,0.2,0.1,28179896.6
2026-05-02T01:28:24,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,77.7,0.2,0.1,27732598.4
2026-05-02T01:28:25,,,,,,,,3805.0,46068.0,41684.0,75.0,12.6,1.2,69.2,0.2,0.1,25391465.8
2026-05-02T01:28:27,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,78.2,0.1,0.1,21383321.4
2026-05-02T01:28:28,,,,,,,,3805.0,46068.0,41684.0,65.0,12.4,1.2,76.7,0.2,0.1,28208055.6
2026-05-02T01:28:29,,,,,,,,3805.0,46068.0,41684.0,68.0,10.8,1.2,77.0,0.2,0.1,27861994.8
2026-05-02T01:28:31,,,,,,,,3805.0,46068.0,41684.0,79.0,12.6,1.2,75.9,0.2,0.1,26318117.2
2026-05-02T01:28:32,,,,,,,,3805.0,46068.0,41684.0,76.0,10.8,1.2,75.9,0.2,0.1,26431500.0
2026-05-02T01:28:34,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,75.8,0.1,0.1,17443342.2
2026-05-02T01:28:35,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,76.0,0.1,0.1,15888405.0
2026-05-02T01:28:36,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,77.5,0.1,0.1,18291925.2
2026-05-02T01:28:38,,,,,,,,3805.0,46068.0,41684.0,77.0,12.8,1.2,73.7,0.1,0.1,24927940.4
2026-05-02T01:28:39,,,,,,,,3805.0,46068.0,41684.0,79.0,13.0,1.2,77.8,0.2,0.1,26675745.4
2026-05-02T01:28:41,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,78.3,0.2,0.1,24951739.0
2026-05-02T01:28:42,,,,,,,,3805.0,46068.0,41684.0,77.0,12.8,1.2,79.3,0.2,0.1,27001926.2
2026-05-02T01:28:43,,,,,,,,3805.0,46068.0,41684.0,70.0,11.2,1.2,75.3,0.2,0.1,25700840.0
2026-05-02T01:28:45,,,,,,,,3805.0,46068.0,41684.0,77.0,13.0,1.2,78.8,0.1,0.1,15620645.4
2026-05-02T01:28:46,,,,,,,,3805.0,46068.0,41684.0,68.0,12.6,1.2,79.3,0.2,0.1,25569317.8
2026-05-02T01:28:48,,,,,,,,3805.0,46068.0,41684.0,77.0,12.8,1.2,76.4,0.1,0.1,20353349.6
